ID,Detail,Cause,Result
20160511-2,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20161001-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20170228-1,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20170410-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20171014-1,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20171119-0,Runway mishap;Tailstrike;Windshear/downdraft,LANDING/TAKEOFF;WEATHER,Runway mishap
20180409-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20180417-1,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20180502-2,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20180716-1,Take off;Runway mishap;Rejected takeoff;Tailstrike,LANDING/TAKEOFF,Runway mishap
20180813-1,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20181003-2,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20181211-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20181231-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20190404-0,Runway mishap;Tailstrike;Windshear/downdraft,LANDING/TAKEOFF;WEATHER,Runway mishap
20190609-1,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20190808-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20190907-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20200201-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20200321-2,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20200818-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20201023-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20210201-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20210516-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20210811-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20210923-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20210927-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20211212-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20220122-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20220806-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20221019-0,Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
19401004-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19460220-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19480923-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19481110-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
19500526-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19510329-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19520630-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19530128-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
19540922-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19560430-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19570927-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19610119-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19631106-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19651030-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19660224-0,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
19661117-1,"Runway excursion;Rejected takeoff;Take off;Engine (deficient, inspections...)",LANDING/TAKEOFF;MAINTENANCE,Runway excursion
19671106-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19690325-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19690603-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19700209-1,Runway excursion;Icing;Rejected takeoff;Take off,LANDING/TAKEOFF;WEATHER,Runway excursion
19700719-3,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19710404-0,Runway excursion;Rejected takeoff;Take off;Turbulence,LANDING/TAKEOFF;WEATHER,Runway excursion
19711123-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19720629-2,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
19720719-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19720913-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19730630-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19731023-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19731222-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19740409-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19740502-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19740519-1,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
19750102-0,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
19750128-0,Icing;Rejected takeoff;Take off;Loss of control,LANDING/TAKEOFF;WEATHER,Loss of control
19750304-0,Runway excursion;Rejected takeoff;Take off;Wrong takeoff configuration (flaps/trim),LANDING/TAKEOFF,Runway excursion
19750307-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19750703-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
19750927-0,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
19760325-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19761116-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19770217-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19770411-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19770608-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19780829-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19781114-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19781217-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19790326-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19790510-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19800403-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19800707-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19801014-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19810605-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19810915-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19820507-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19820711-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19830429-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
19830704-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19831018-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19850203-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19850613-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19860127-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19860128-0,Runway excursion;Rejected takeoff;Take off;Landing or takeoff on wrong runway,LANDING/TAKEOFF,Runway excursion
19860622-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19860806-1,Runway excursion;Rejected takeoff;Take off;Landing or takeoff on wrong runway,LANDING/TAKEOFF,Runway excursion
19861127-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19870106-1,Icing;Rejected takeoff;Take off,LANDING/TAKEOFF;WEATHER,
19880110-1,Runway excursion;Icing;Rejected takeoff;Take off,LANDING/TAKEOFF;WEATHER,Runway excursion
19880115-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19880117-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19880413-1,Runway excursion;Rejected takeoff;Take off;Landing or takeoff on wrong runway,LANDING/TAKEOFF,Runway excursion
19880521-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19880708-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19880724-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19890517-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19890920-0,Runway excursion;Rejected takeoff;Take off;Wrong takeoff configuration (flaps/trim),LANDING/TAKEOFF,Runway excursion
19891125-0,Runway excursion;Icing;Rejected takeoff;Take off,LANDING/TAKEOFF;WEATHER,Runway excursion
19900109-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19900323-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19900422-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19900722-0,Runway mishap;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway mishap
19900823-1,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
19910312-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19910324-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19910821-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19920622-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19920705-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19920714-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19920730-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19921120-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19930308-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19930506-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19930919-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19940826-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19941221-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
19941222-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19950126-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19950328-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19951019-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19951220-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19951223-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
19960711-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19960802-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19961009-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19970310-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19970401-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19970411-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19970516-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19970906-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19980102-0,Icing;Rejected takeoff;Take off,LANDING/TAKEOFF;WEATHER,
19980515-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19980723-2,Rejected takeoff;Take off,LANDING/TAKEOFF,
19980724-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19980829-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19981120-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19990207-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
19990501-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20000505-1,Runway excursion;Rejected takeoff;Take off;Windshear/downdraft,LANDING/TAKEOFF;WEATHER,Runway excursion
20001019-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20001105-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20010104-2,Runway excursion;Rejected takeoff;Take off;Wrong takeoff configuration (flaps/trim),LANDING/TAKEOFF,Runway excursion
20010219-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
20010317-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20010418-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20010724-5,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20011021-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20020114-1,Runway excursion;Rejected takeoff;Take off;Wrong takeoff configuration (flaps/trim),LANDING/TAKEOFF,Runway excursion
20020419-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20020610-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
20020611-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20020726-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20020929-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20030409-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20030711-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20030818-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20030914-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20031220-2,"Icing;Rejected takeoff;Forced landing outside airport;Emergency, forced landing;Take off",LANDING/TAKEOFF;WEATHER,"Emergency, forced landing"
20040204-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20040301-0,Runway mishap;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway mishap
20040314-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20040427-2,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20040630-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20040709-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
20050309-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20050328-0,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
20050919-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20060322-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20060607-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20060710-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20070125-0,Runway excursion;Icing;Rejected takeoff;Take off,LANDING/TAKEOFF;WEATHER,Runway excursion
20070409-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20070903-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20071204-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20080219-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20080612-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20080710-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20080922-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20081212-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20081220-0,Runway excursion;Rejected takeoff;Take off;Turbulence,LANDING/TAKEOFF;WEATHER,Runway excursion
20090326-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20090627-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20100307-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20100330-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20110127-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20110302-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20110523-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20110608-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
20110704-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20111126-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20120112-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20120213-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20130526-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20130923-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20140313-0,Runway mishap;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway mishap
20140531-0,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
20141025-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20141124-0,Runway excursion;Rejected takeoff;Take off;Landing or takeoff on wrong runway,LANDING/TAKEOFF,Runway excursion
20150103-0,Runway excursion;Rejected takeoff;Take off;Locked rudders/ailerons/gustlock,LANDING/TAKEOFF,Runway excursion
20150827-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20151019-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20160329-1,Rejected takeoff;Take off,LANDING/TAKEOFF,
20160606-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20160825-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20161011-1,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20200329-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20200907-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20210213-0,Runway excursion;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway excursion
20210312-0,Runway mishap;Rejected takeoff;Take off,LANDING/TAKEOFF,Runway mishap
20210403-0,Rejected takeoff;Take off,LANDING/TAKEOFF,
